categoria,toxico,alias,region_relevancia,via_exposicion,sintomas_base,signos_gravedad,dosis_toxica_referencia,tipo_referencia_dosis,poblacion_referencia,estado_dosis,antidoto_tratamiento_base,descontaminacion,tratamiento_especifico,antidoto,dosis_antidoto_referencia,monitorizacion,criterios_observacion_uci,fuente,url_fuente,fuente_libro,paginas_libro,fecha_revision,estado_revision,notas
ALCOHOLES TÓXICOS,METANOL,methanol; alcohol metílico,Mundial,ingestión/inhalación,"Inicialmente puede parecer intoxicación etílica; luego aparecen náuseas, dolor abdominal, cefalea, visión borrosa/fotofobia y acidosis metabólica con anión gap. Toxicidad ocular puede progresar a ceguera.","Acidosis grave, síntomas visuales, alteración de conciencia, convulsiones, inestabilidad o concentración significativa.","15–30 mL de solución al 100% puede producir intoxicación grave. En el libro: >0,2 g/L = grave; >1 g/L = potencialmente letal.",VOLUMEN_Y_CONCENTRACION_PLASMATICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"ABCDE, gasometría/electrolitos/osmolalidad y consulta toxicológica urgente.","Carbón activado es poco útil para metanol/etilenglicol. Priorizar diagnóstico, inhibición metabólica y soporte.",Fomepizol (o etanol donde corresponda) para bloquear alcohol deshidrogenasa; folato y hemodiálisis según criterios.,Fomepizol; hemodiálisis en casos seleccionados.,Fomepizol (libro 2011): 15 mg/kg IV carga; 10 mg/kg cada 12 h × 4 dosis; luego 15 mg/kg cada 12 h hasta concentración <20 mg/dL. Ajustar durante hemodiálisis. Verificar protocolo vigente.,"Gasometría, anion gap, osmol gap, metanolemia cuando disponible, visión/fondo de ojo, electrolitos y función renal; considerar hemodiálisis según gravedad.","UCI si acidosis importante, alteración de conciencia, convulsiones, inestabilidad, insuficiencia renal o indicación de hemodiálisis.",NCBI Bookshelf - Methanol Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK482121/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 33, pp. 413–421",2026-09-04,VALIDADO_FUENTE_ABIERTA,
ALCOHOLES TÓXICOS,ETILENGLICOL,ethylene glycol; anticongelante,Mundial,ingestión,"Depresión del SNC inicial, náuseas/vómitos y embriaguez; posteriormente acidosis metabólica con anión gap, taquipnea, hipocalcemia y lesión renal por cristales de oxalato.","Acidosis grave, hipocalcemia sintomática, lesión renal, alteración de conciencia, convulsiones o concentración significativa.","15–30 mL de solución al 100% puede producir intoxicación grave. En el libro: >0,5 g/L = grave; >2 g/L = potencialmente letal.",VOLUMEN_Y_CONCENTRACION_PLASMATICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"ABCDE, gasometría/electrolitos/osmolalidad, calcio, función renal y consulta toxicológica urgente.","Carbón activado es poco útil para metanol/etilenglicol. Priorizar diagnóstico, inhibición metabólica y soporte.",Fomepizol para inhibir metabolismo tóxico; hemodiálisis y cofactores según gravedad/protocolo.,Fomepizol; hemodiálisis en casos seleccionados.,Fomepizol (libro 2011): 15 mg/kg IV carga; 10 mg/kg cada 12 h × 4 dosis; luego 15 mg/kg cada 12 h hasta concentración <20 mg/dL. Ajustar durante hemodiálisis. Verificar protocolo vigente.,"Gasometría, anion gap, osmol gap, etilenglicol cuando disponible, calcio, función renal y cristaluria/oxaluria; considerar hemodiálisis según gravedad.","UCI si acidosis importante, alteración de conciencia, convulsiones, inestabilidad, insuficiencia renal o indicación de hemodiálisis.",NCBI Bookshelf - Ethylene Glycol Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537009/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 33, pp. 413–421",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLAGUICIDAS,"2,4-D","2,4-diclorofenoxiacético; 2,4-dichlorophenoxyacetic acid; herbicida clorofenoxi",Mundial / agrícola,ingestión; inhalación; dérmica,"La exposición aguda importante, sobre todo por ingestión, puede causar náuseas, vómitos, dolor abdominal, debilidad, alteración del sensorio y depresión del SNC; se han descrito miotonía, lesión muscular/rabdomiólisis y alteraciones hepáticas o renales en intoxicaciones graves.","Depresión marcada del SNC o coma, hipotensión, acidosis, hipoxemia, rabdomiólisis, lesión renal aguda o deterioro multiorgánico.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de la exposición, descontaminar piel/ojos cuando corresponda y realizar soporte ABC, fluidos, electrolitos y monitorización. Tratar convulsiones con benzodiacepinas.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto. En intoxicación sistémica grave seleccionada puede discutirse alcalinización plasmática/urinaria o depuración extracorpórea con toxicología; no usarla de forma rutinaria sin monitorización.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.","ATSDR - Toxicological Profile for 2,4-D",https://www.ncbi.nlm.nih.gov/books/NBK590144/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,No convertir niveles de riesgo ambiental (MRL) en umbrales de intoxicación aguda.
PLAGUICIDAS,ATRAZINA,atrazine; herbicida triazina,Mundial / agrícola,inhalación; ingestión; dérmica/ocular,"Puede producir irritación ocular y cutánea, dermatitis o sensibilización; en exposición relevante se describen disnea, debilidad, incoordinación, salivación e hipotermia. La información humana de sobredosis aguda es limitada y se ha descrito posible lesión hepática.","Disnea importante, deterioro neurológico/incoordinación marcada, hipotermia significativa o evidencia de lesión hepática.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de la exposición, irrigar ojos y lavar piel contaminada; soporte respiratorio y tratamiento sintomático. Evaluar función hepática y otros estudios según gravedad.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No existe antídoto específico establecido; manejo de soporte y consulta toxicológica en exposición significativa.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",CDC/NIOSH Pocket Guide - Atrazine,https://www.cdc.gov/niosh/npg/npgd0043.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,Datos de toxicidad aguda humana limitados; evitar inferir un umbral clínico a partir de límites ocupacionales.
PLAGUICIDAS,DDT,dicloro-difenil-tricloroetano; dichlorodiphenyltrichloroethane,Mundial / exposición histórica u ocupacional,ingestión; inhalación; dérmica,"Parestesias de lengua, labios o cara, temblor, ansiedad, mareo, confusión, cefalea, debilidad y vómitos; la toxicidad importante puede progresar a convulsiones y paresia.","Convulsiones, alteración marcada del sensorio, debilidad neuromuscular importante o compromiso respiratorio.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, descontaminar piel/ojos y realizar soporte ABC. Control de convulsiones con benzodiacepinas y monitorización clínica; evaluar hígado/riñón en exposiciones relevantes.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto específico; tratamiento de soporte y control de convulsiones.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",CDC/NIOSH Pocket Guide - DDT,https://www.cdc.gov/niosh/npg/npgd0174.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,Plaguicida organoclorado; no usar límites ocupacionales como umbral de intoxicación.
PLAGUICIDAS,LINDANO,lindane; gamma-HCH; gamma-hexaclorociclohexano; BHC,"Mundial / exposición histórica, farmacológica u ocupacional",ingestión; inhalación; absorción dérmica,"Irritación de ojos, piel, nariz o garganta, cefalea, náuseas y espasmos musculares; la neurotoxicidad puede producir convulsiones clónicas. También se describen dificultad respiratoria y cianosis en exposiciones importantes.","Convulsiones, dificultad respiratoria, cianosis, alteración importante del sensorio o toxicidad hematológica.",10 mg/kg: dosis tóxica estimada en el texto; la cifra letal 20–70 mg/kg citada allí corresponde a animales y NO se usa como umbral humano.,DOSIS_TOXICA_BIBLIOGRAFICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Descontaminar piel/ojos, soporte ABC y control de convulsiones con benzodiacepinas; monitorización respiratoria y neurológica.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto específico; manejo de soporte y tratamiento de convulsiones.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",CDC/NIOSH Pocket Guide - Lindane,https://www.cdc.gov/niosh/npg/npgd0370.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20, pp. 255–257",2026-09-05,VALIDADO_FUENTE_ABIERTA,Organoclorado neurotóxico; confirmar formulación y vía de exposición.
PLAGUICIDAS,DIELDRIN,dieldrín; HEOD; insecticida organoclorado,Mundial / exposición histórica u ocupacional,ingestión; inhalación; absorción dérmica,"Cefalea, mareo, náuseas, vómitos, malestar y sudoración; puede causar sacudidas mioclónicas y convulsiones clónicas o tónicas. Las intoxicaciones graves pueden evolucionar a coma.","Convulsiones recurrentes o prolongadas, coma, compromiso respiratorio o deterioro hemodinámico.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de la exposición, descontaminar piel/ojos, soporte ABC y control rápido de convulsiones con benzodiacepinas; vigilar estado neurológico y respiratorio.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto específico; tratamiento de soporte y anticonvulsivante.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",CDC/NIOSH Pocket Guide - Dieldrin,https://www.cdc.gov/niosh/npg/npgd0206.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,Organoclorado con predominio de neurotoxicidad aguda.
GASES,BROMURO DE METILO,methyl bromide; bromomethane; bromometano,Industrial / fumigación,principalmente inhalación; líquido: dérmica/ocular,"Irritación ocular, cutánea y respiratoria; cefalea, náuseas, vómitos, mareo, debilidad, temblor, alteración visual e incoordinación. La neurotoxicidad puede ser retardada y en exposiciones graves aparecen convulsiones, disnea y depresión del SNC.","Edema pulmonar, convulsiones, coma, insuficiencia respiratoria, deterioro neurológico progresivo o exposición significativa en espacio cerrado.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de la fuente solo con protección adecuada, descontaminar piel/ojos, administrar soporte respiratorio/oxígeno según necesidad y controlar convulsiones. Observar por posible aparición retardada de toxicidad neurológica o pulmonar.",Retirar de la fuente sin exponer al rescatador; descontaminación cutáneo-ocular si existe depósito químico. No realizar rescate en espacio confinado sin protección adecuada.,No existe antídoto específico establecido; soporte intensivo según compromiso respiratorio y neurológico.,Ninguno específico.,,"Oximetría, ECG, gasometría y evaluación respiratoria seriada; considerar cooximetría o analítica específica según gas.","UCI si hipoxemia, edema pulmonar, alteración de conciencia, convulsiones, shock o necesidad de ventilación.",CDC/NIOSH Pocket Guide - Methyl bromide,https://www.cdc.gov/niosh/npg/npgd0400.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24–26, pp. 303–332",2026-09-05,VALIDADO_FUENTE_ABIERTA,Los síntomas neurológicos pueden retrasarse horas o más; evitar exposición secundaria del personal.
PLAGUICIDAS,CIANAMIDA,cyanamide; hydrogen cyanamide; cianamida de hidrógeno; calcium cyanamide; cianamida cálcica,Agrícola / industrial,inhalación; ingestión; absorción dérmica; ocular,"Irritación o quemadura de ojos, piel y vía respiratoria. La cianamida puede producir miosis, salivación, lagrimeo y fasciculaciones/twitching; la cianamida cálcica se asocia además a cefalea, mareo, taquipnea, hipotensión, náuseas y vómitos. Puede producir una reacción tipo disulfiram al consumir alcohol.","Hipotensión, dificultad respiratoria, quemaduras extensas, alteración neurológica importante o exposición significativa con alcohol y compromiso hemodinámico.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar exposición, irrigación ocular inmediata y lavado cutáneo; soporte respiratorio/hemodinámico y evaluación médica tras ingestión. Evitar alcohol por el riesgo de reacción tipo disulfiram.","Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No hay antídoto específico; tratamiento sintomático y de soporte. Confirmar si el producto contiene cianamida de hidrógeno o cianamida cálcica.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",CDC/NIOSH Pocket Guide - Cyanamide / Calcium cyanamide,https://www.cdc.gov/niosh/npg/npgd0160.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,El nombre “cianamida” puede referirse a formulaciones distintas; verificar etiqueta/producto antes de interpretar.
PLAGUICIDAS,HEXACLOROBENCENO,hexachlorobenzene; HCB; perclorobenceno,"Mundial / contaminante persistente, exposición ocupacional o ambiental",principalmente ingestión; inhalación ocupacional,"La toxicidad humana está mejor caracterizada tras exposición prolongada que en sobredosis aguda. Se han descrito alteraciones hepáticas y neurológicas y, en exposiciones crónicas importantes, un síndrome porfírico con fotosensibilidad/lesiones cutáneas, hiperpigmentación, debilidad y hepatomegalia.","Deterioro neurológico, lesión hepática significativa o manifestaciones porfíricas graves; cualquier exposición aguda importante requiere evaluación por la limitada evidencia humana.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Interrumpir exposición y realizar soporte clínico dirigido a síntomas y órganos afectados; evaluación hepática y toxicológica según magnitud y duración de la exposición.,"Retirar ropa contaminada y lavar piel/ojos cuando corresponda. Descontaminación digestiva solo según agente, tiempo, vía aérea y protocolo toxicológico.",No existe antídoto específico; manejo de soporte.,Ninguno específico.,,"Signos vitales, ECG, estado neurológico, gasometría/electrolitos y función renal/hepática según agente y gravedad.","UCI/alta complejidad si insuficiencia respiratoria, shock, convulsiones, arritmias, acidosis grave, coma o falla orgánica.",ATSDR - Toxicological Profile for Hexachlorobenzene,https://www.ncbi.nlm.nih.gov/books/NBK592601/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 20–23, pp. 255–302",2026-09-05,VALIDADO_FUENTE_ABIERTA,No convertir valores MRL ambientales en umbrales de intoxicación aguda; la evidencia clínica aguda humana es limitada.
GASES,HUMO DE INCENDIOS,inhalación de humo; smoke inhalation; cianuro en humo,Mundial,inhalación,"Irritación respiratoria, tos, disnea, broncoespasmo, cefalea y alteración neurológica. En incendios cerrados puede coexistir intoxicación por monóxido de carbono y cianuro.","Alteración de conciencia, hipotensión, acidosis láctica, hollín/quemadura facial, estridor, broncoespasmo grave, hipoxemia o necesidad de ventilación.","SDTE — la gravedad depende de gases presentes, espacio, duración y hallazgos clínicos.",SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Oxígeno, manejo avanzado de vía aérea cuando esté indicado, tratamiento de broncoespasmo y quemaduras; medir COHb y considerar cianuro según clínica.",Retirar de exposición; descontaminación de hollín/ropa si procede. No retrasar oxígeno ni vía aérea.,"Hidroxocobalamina cuando exista sospecha clínica significativa de cianuro por humo, según protocolo.",Hidroxocobalamina en sospecha seleccionada de cianuro.,"Libro 2011: hidroxocobalamina 5 g IV en adultos; 70 mg/kg en niños, puede repetirse una vez. Verificar protocolo vigente.","COHb/cooximetría, gasometría/lactato, ECG, oximetría y evaluación de vía aérea seriada.","UCI si compromiso de vía aérea, alteración de conciencia, shock, acidosis importante, hipoxemia o ventilación mecánica.",Toxicología Clínica 2011 + protocolos actuales deben prevalecer,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 24, pp. 303–310",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
GASES,ÓXIDOS DE NITRÓGENO,NO2; dióxido de nitrógeno; nitrous fumes,Industrial/silos,inhalación,"Irritación ocular y respiratoria, tos y disnea; puede existir período de aparente mejoría seguido de edema pulmonar o bronquiolitis obliterante.","Hipoxemia, edema pulmonar, disnea progresiva, broncoespasmo grave o deterioro tardío.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar de exposición, oxígeno y soporte respiratorio; observar por posible toxicidad pulmonar retardada.",,No existe antídoto específico.,Ninguno específico.,,"Oximetría, radiografía/imagen y gases según gravedad; vigilancia respiratoria prolongada si exposición significativa.",UCI si insuficiencia respiratoria o edema pulmonar.,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 26, pp. 323–332",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
RODENTICIDAS,FÓSFORO BLANCO / AMARILLO,white phosphorus; yellow phosphorus; fósforo amarillo,Mundial,ingestión/quemadura,"Irritación y lesión gastrointestinal con vómitos y dolor abdominal; tras una fase latente puede aparecer hepatotoxicidad, alteraciones metabólicas, arritmias, insuficiencia renal y falla multiorgánica.","Shock, alteraciones del ritmo, hipocalcemia, hepatotoxicidad, coagulopatía, insuficiencia renal o alteración de conciencia.",≈15 mg: dosis tóxica citada para fósforo blanco en el libro de 2011.,DOSIS_TOXICA_BIBLIOGRAFICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Soporte intensivo, corrección hidroelectrolítica, vigilancia hepática/renal y tratamiento de complicaciones.",,No existe antídoto específico.,Ninguno específico.,,"ECG, calcio/electrolitos, glucemia, función hepática/renal y coagulación.","UCI si arritmia, shock, hepatotoxicidad grave, convulsiones o falla orgánica.",Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 35, pp. 431–432",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
PLANTAS,ACEBO / MUÉRDAGO,Ilex aquifolium; Viscum album; holly; mistletoe,Europa/Mundial ornamental,ingestión,"Vómitos, diarrea y dolor abdominal; el acebo puede causar diarrea intensa con deshidratación. Muérdago puede asociar bradicardia, hipotensión y parestesias.","Deshidratación marcada, bradicardia/hipotensión, alteración neurológica.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Tratamiento de soporte e hidratación; valorar descontaminación en ingesta importante y vigilancia cardiovascular.,,No hay antídoto específico universal; el libro menciona gluconato de calcio en síntomas cardiocirculatorios/neurológicos por muérdago.,Ninguno específico universal.,,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 348–350",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
PLANTAS,BRIONIA / NUEZA,Bryonia alba; Bryonia dioica; bryony,Europa,ingestión/contacto,"Vómitos, dolor cólico, diarrea profusa e hiperdiuresis con deshidratación; en casos graves vértigo, excitabilidad, convulsiones, hemorragia intestinal o parálisis respiratoria.","Deshidratación grave, convulsiones, alteración hemodinámica, hemorragia digestiva o depresión respiratoria.",El libro estima que ~15 bayas pueden ser letales para un niño y ~40–50 para un adulto.,CANTIDAD_BAYAS_POTENCIALMENTE_LETAL,Niño/adulto,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Soporte, reposición vigorosa de líquidos/electrolitos y tratamiento sintomático.",,No existe antídoto específico.,Ninguno específico.,,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 350–351",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
PLANTAS,VERATRO / ELÉBORO,Veratrum album; hellebore; ballestera,Europa,ingestión,"Náuseas, vómitos, parestesias, debilidad, bradicardia, hipotensión y trastornos del ritmo; formas graves pueden cursar con colapso.","Bradicardia marcada, hipotensión/shock, arritmia, síncope.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, monitorización ECG y tratamiento de bradicardia/hipotensión.",,Atropina puede utilizarse para bradicardia sintomática según el síndrome y protocolo.,Atropina en bradicardia sintomática.,El libro incluye atropina para plantas con toxicidad cardiovascular; usar dosificación/protocolo vigente.,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 354–355",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
PLANTAS,LIRIO DE LOS VALLES,Convallaria majalis; lily of the valley,Mundial ornamental,ingestión,"Síndrome por glucósidos cardiacos: náuseas, vómitos, mareos, bradicardia y arritmias; puede aparecer hiperpotasemia en toxicidad grave.","Arritmias ventriculares, bloqueo AV, bradicardia grave, hiperpotasemia o shock.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ECG continuo, electrolitos y soporte; tratar como toxicidad por glucósidos cardiacos.",,Fragmentos Fab antidigoxina en toxicidad grave según protocolo.,Fab antidigoxina en casos graves.,,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, tabla de antídotos pp. 349 y sección cardiotóxica",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
PLANTAS,SEMILLAS CIANOGÉNICAS / CASSAVA,almendra amarga; semillas de albaricoque/melocotón/manzana; yuca amarga; cassava,Mundial,ingestión,"Liberación de cianuro con cefalea, mareo, náuseas, taquipnea, confusión, convulsiones, acidosis láctica, colapso cardiovascular y coma.","Acidosis láctica marcada, shock, convulsiones, alteración de conciencia o paro.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ABCDE, oxígeno, soporte avanzado y manejo como cianuro.",,Hidroxocobalamina según protocolo actual; otros kits de cianuro dependen del escenario.,Hidroxocobalamina.,La tabla del libro incluye antídotos de cianuro para semillas/plantas cianógenas; usar pauta vigente.,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, tabla de antídotos p. 349",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
ARTRÓPODOS,ESCOLOPENDRA / CIEMPIÉS,Scolopendra; centipede,Mundial,mordedura,"Dos punciones hemorrágicas con eritema, edema, prurito y dolor intenso; puede haber linfangitis, adenitis regional y espasmos musculares.","Dolor/edema extensos, síntomas sistémicos o reacción alérgica grave.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Limpieza local, analgesia, control de edema y tratamiento sintomático.",,No hay antiveneno específico de uso rutinario.,Ninguno específico.,,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36, p. 443",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
ORUGAS,PROCESIONARIA DEL PINO,Thaumetopoea; pine processionary,Europa/Mediterráneo,contacto cutáneo/ocular/inhalación de pelos,"Dolor/prurito intenso, eritema, edema y urticaria; en sensibilizados conjuntivitis, rinitis y broncoespasmo o compromiso respiratorio.","Broncoespasmo grave, edema facial/orofaríngeo, anafilaxia o compromiso ocular importante.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Retirar pelos sin frotar, lavar piel/ropa y tratar reacción alérgica/respiratoria.",Retirar pelos con cinta adhesiva o lavado cuidadoso; evitar frotar la zona.,No hay antídoto; anafilaxia requiere adrenalina según protocolo.,Adrenalina si anafilaxia.,,,,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36, pp. 445–446",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
SERPIENTES,VÍBORAS EUROPEAS / VIPERA,Vipera aspis; Vipera latastei; Vipera seoanei; víbora áspid; hocicuda,Europa,mordedura,"Dolor y edema local progresivo; formas moderadas pueden asociar equimosis, linfangitis, náuseas/vómitos y mareo. Casos graves: shock, coagulopatía, rabdomiólisis, insuficiencia renal/respiratoria y alteraciones neurológicas.","Edema regional progresivo, shock, coagulopatía, hemólisis, rabdomiólisis, lesión renal, neurotoxicidad o insuficiencia respiratoria.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Inmovilizar extremidad, traslado urgente, analgesia, laboratorio seriado y vigilancia de progresión. No torniquete, incisión ni succión.",,"Antiveneno polivalente específico según especie/región y criterios clínicos, en centro con experiencia.",Antiveneno específico según región.,,"Hemograma, coagulación, creatinina, CK, orina y evaluación neurovascular seriada.",El libro clasifica por grados; UCI en envenenamiento grave con shock/falla orgánica/neurotoxicidad.,Toxicología Clínica 2011,,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36, pp. 446–451",2026-09-04,REVISADO_LIBRO_2011_COMPLEMENTARIO,
