principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
DEFERASIROX,mg,500,POR CADA TABLETA DISPERSABLE,SDTE/DMax 25-30 MG/KG/DIA,"Cefalea; diarrea, estreñimiento, vómitos, náuseas, dolor y distensión abdomin...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0176,NO,1,NO
DEFLAZACORT,mg,6,TABLETA,SDTE/DL50 4-5.2G/KG,"Insuf. adrenal relativa, mayor susceptibilidad a infección, dispepsia, úlcera...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0177,NO,1,NO
DELAFLOXACINO,mg,450,CADA TABLETAS RECUBIERTA,SDTE/DMax 900MG/DIA,"Náuseas, diarrea, vómitos; cefalea; elevación de transaminasas.",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0178,NO,1,NO
DESLORATADINA,mg,5,TABLETA,>15-25 MG/DIA,"mucosas secas y calientes, piel seca, rubor y calor, xerodermia, retención ur...",FISOSTIGMINA (CUANDO HAY SIND. ANTICOLINERGICO),PENDIENTE_VALIDACION,Antihistamínico H1 poco sedante,"SDTE — no hay un corte universal; generalmente toxicidad aguda leve, pero evaluar exposición importante/síntomas.",SDTE / CLASE,"Somnolencia o agitación, cefalea, taquicardia; cardiotoxicidad grave es infrecuente con agentes modernos aislados.","Soporte y ECG si síntomas, gran ingesta o coingestas.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Antihistamine_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,El valor original '>15-25 MG/DIA' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0179,NO,1,SI
DESOGESTREL,mg,0.075,COMPRIMIDO RECUBIERTO,SDTE,Gastrointestinales: Náuseas y vómitos Dolor abdominal Distensión abdominal En...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0180,NO,1,NO
DESVENLAFAXINA,mg,50,CADA TABLETA DE LIBERACION PROLONGADA,SDTE/DL >2G DU,"NAUSEAS, VOMITOS, SEDACION, TEMBLOR, TAQUICARDIA, HIPERTENSION, - HIPOTENSION...",CIPROHEPTADINA,SIN_DOSIS_TOXICA_ESPECIFICA,IRSN,SDTE — la dosis tóxica de estos IRSN no está bien definida; no extrapolar cortes de venlafaxina.,SDTE / CLASE,"Serotoninotoxicidad, taquicardia/hipertensión, náuseas, somnolencia; convulsiones y cardiotoxicidad son menos predecibles y dependen del agente.","Soporte, ECG según exposición, benzodiacepinas para convulsiones/agitación y manejo de serotoninotoxicidad. Considerar liberación prolongada.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Serotonin_and_Noradrenaline_Re-uptake_Inhibitors_SNRIs_Poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0181,NO,1,SI
DEXAMETASONA,mg,4,TABLETAS,SDTE,"Leucocitosis moderada, linfopenia, eosinopenia y policitemia; supresión adren...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0182,NO,1,NO
DEXIBUPROFENO,mg,300,TABLETA RECUBIERTA,SDTE/DMax 900MG/DIA,"Dispepsia, diarrea, náuseas, vómitos, dolor abdominal; erupción cutánea; aste...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,AINE,SDTE para este AINE en la app: no extrapolar automáticamente los cortes de ibuprofeno a otros AINEs.,SDTE / CLASE,"Predominan síntomas gastrointestinales y neurológicos; sobredosis importante puede asociarse a lesión renal, alteraciones metabólicas y shock.",Tratamiento de soporte y mantener hidratación adecuada en sobredosis importante. La gravedad y decontaminación dependen del fármaco y exposición; consultar toxicología en casos significativos.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se eliminó el umbral previo si correspondía a una dosis máxima terapéutica.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0183,NO,1,NO
DEXKETOPROFENO,mg,25,CADA TABLETA RECUBIERTA CONTIENE,> O = 5MG/KG,"Náuseas, vómitos, dolor abdominal, dispepsias, diarrea, dolor en el lugar de ...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,AINE,SDTE para este AINE en la app: no extrapolar automáticamente los cortes de ibuprofeno a otros AINEs.,SDTE / CLASE,"Predominan síntomas gastrointestinales y neurológicos; sobredosis importante puede asociarse a lesión renal, alteraciones metabólicas y shock.",Tratamiento de soporte y mantener hidratación adecuada en sobredosis importante. La gravedad y decontaminación dependen del fármaco y exposición; consultar toxicología en casos significativos.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se eliminó el umbral previo si correspondía a una dosis máxima terapéutica.  El valor original '> O = 5MG/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0184,NO,1,NO
DEXLANSOPRAZOL,mg,60,CAPSULA DE LIBERACION RETARDADA,SDTE,"Diarrea, dolor abdominal, náuseas, vómito y flatulencia; infecciones de vías ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0185,NO,1,NO
DEXTROMETORFANO,mg,10,CÁPSULABLANDA,APROX >1G,"Mareos; nauseas, vómitos, molestias gastrointestinales; fatiga.",naloxona IV si aparece depresión respiratoria y benzodiazepinas IV o rectal c...,PENDIENTE_VALIDACION,Antitusivo / disociativo-serotonérgico,SDTE — no automatizar un único corte.,SDTE / CLINICO,"Somnolencia o agitación, ataxia, nistagmo, alucinaciones/disociación, taquicardia/hipertensión; serotoninotoxicidad con coingestas.","Soporte, benzodiacepinas para agitación/convulsiones; naloxona puede intentarse si depresión respiratoria/coma, con respuesta variable.",Ninguno específico; naloxona puede considerarse en depresión respiratoria.,https://pubmed.ncbi.nlm.nih.gov/37721023/,,CLASE/CONSENSO,VALIDADO_ESPECIFICO,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0186,NO,1,NO
DIACEREINA,mg,50,CAPSULA DURA,SDTE,"Diarrea, deposiciones blandas y dolor abdominal. Oscurecimiento del color de ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0187,NO,1,NO
DIAZEPAM,mg,45570,TABLETA,>500 MG,"HIPOTENSION, BRADIPNEA, HIPOTERMIA, COMA, CONVULSIONES, HIPOREFLEXIA, EXITABI...",FLUMAZENIL,PENDIENTE_VALIDACION,Benzodiacepina / hipnótico sedante,SDTE — no hay una dosis tóxica única útil para automatizar; la gravedad es clínica y depende mucho de coingestas.,SDTE / CLINICO,"Depresión SNC leve-moderada, ataxia, disartria; depresión respiratoria profunda es infrecuente en sobredosis aislada y obliga a buscar coingestas.",Soporte y vigilancia respiratoria. Carbón activado generalmente contraindicado por riesgo de aspiración. Flumazenil está contraindicado en sobredosis intencional o mixta y solo se considera en escenarios seleccionados accidental/iatrogénico tras consulta toxicológica.,Flumazenil solo en escenarios seleccionados; NO uso rutinario.,https://www.rch.org.au/clinicalguide/guideline_index/Benzodiazepine_poisoning/,,GUIA CLINICA,VALIDADO_POR_CLASE,Se retiraron cifras de dosis 'tóxica' no fiables de varias benzodiacepinas.  El valor original '>500 MG' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0188,NO,1,SI
DICLOFENACO,mg,50,TABLETA,>7MG/KG,"NAUSEAS, VOMITOS, HDA, IRA, CEFALEA, ACUFENO, SORDERA, COMA, APNEA TRANSITORIA",MEDIDAS GENERALES,PENDIENTE_VALIDACION,AINE,SDTE para este AINE en la app: no extrapolar automáticamente los cortes de ibuprofeno a otros AINEs.,SDTE / CLASE,"Predominan síntomas gastrointestinales y neurológicos; sobredosis importante puede asociarse a lesión renal, alteraciones metabólicas y shock.",Tratamiento de soporte y mantener hidratación adecuada en sobredosis importante. La gravedad y decontaminación dependen del fármaco y exposición; consultar toxicología en casos significativos.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se eliminó el umbral previo si correspondía a una dosis máxima terapéutica.  El valor original '>7MG/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0189,NO,1,NO
DICLOXACILINA,mg,500,CÁPSULA DURA,DL 0.9G/KG-DMax 4 G/DIA,Puede ocasionar reacciones alérgicas y erupciones cutáneas de diverso grado d...,MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original 'DL 0.9G/KG-DMax 4 G/DIA' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0190,NO,1,NO
DIDROGESTERONA,mg,5,TABLETA,SDTE,Gastrointestinales: Náuseas y vómitos Dolor abdominal Distensión abdominal En...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0191,NO,1,NO
